t,x,y,z,dx,dy,dz
3.8000000000000003,-0.1446112233393698,-1.1326268033333278,1.3121788754453239,1.1371226875373406,-0.1092530271638168,-0.08422975645933661
3.8200000000000003,-0.12185537598722701,-1.1345856285219518,1.3104999276371794,1.1383506779165877,-0.08662680117053156,-0.08366627055016806
3.84,-0.09907942378365148,-1.1360918426879656,1.3088321998446537,1.1391331906514397,-0.06399387940808055,-0.08310774205853022
3.86,-0.07629227496145798,-1.137145397960482,1.307175593475042,1.1394703879374237,-0.04136294218609038,-0.0825541150269089
3.88,-0.05350283303911955,-1.1377464177742325,1.305530011049997,1.1393625993288583,-0.018742661384798964,-0.08200533225092954
3.9,-0.03071999335483637,-1.1378952012288392,1.3038953562417481,1.1388103215632972,0.003858301728818958,-0.08146133827079893
3.92,-0.007952639565758587,-1.1375922218379024,1.3022715338232909,1.1378142157697335,0.02643132332337217,-0.08092207894723913
3.94,0.014790359664956305,-1.136838125867608,1.300658449636441,1.1363750964024735,0.048967878225980144,-0.08038750425562569
3.96,0.03750015398666989,-1.1356337318984486,1.2990560104632973,1.1344939753044387,0.07145917549431857,-0.07985756322663917
3.98,0.06016791471909705,-1.13398003074885,1.2974641242906015,1.1321720210408657,0.09389661919721703,-0.07933219141177972
4.0,0.08278483798482313,-1.131878183760842,1.2958827002285447,1.1294105669478687,0.11627164758391473,-0.07881134029840098
4.0200000000000005,0.10534214787857454,-1.129329522156583,1.2943116483296193,1.126211111053026,0.13857572989792288,-0.07829496199120456
4.04,0.12783110047141688,-1.1263355501639263,1.292750879580319,1.1225753112181946,0.16080038831376697,-0.07778301538590426
4.0600000000000005,0.15024298686278417,-1.1228979421195255,1.2912003057999362,1.118504988774717,0.18293717037536084,-0.07727544592604829
4.08,0.17256913631760612,-1.1190185410423772,1.2896598401553752,1.1140021186373694,0.2049776939719905,-0.07677219185029571
4.1,0.1948009195395124,-1.114699357948021,1.2881293967593932,1.1090688797378565,0.22691345959803044,-0.07627321106589591
4.12,0.2169297519196939,-1.109942571043421,1.2866088905779123,1.1037075874775795,0.24873613599034172,-0.07577846169199631
4.14,0.23894709628269686,-1.104750523301369,1.2850982373051398,1.0979207196511993,0.2704374340731306,-0.07528791006616586
4.16,0.2608444667031676,-1.0991257237943675,1.2835973535540919,1.0917109157787355,0.29200910865020546,-0.0748014888557833
4.18,0.28261343195169086,-1.0930708470366208,1.2821061573318326,1.0850809682765803,0.31344298914311963,-0.07431914863602174
4.2,0.30424561834220887,-1.0865887306873787,1.2806245673740442,1.0780338233734597,0.3347309683199242,-0.07384085236886762
4.22,0.3257327127949296,-1.0796823741462485,1.2791525031721904,1.070572553091102,0.3558650675468158,-0.0733665675823687
4.24,0.3470664659051798,-1.0723549372118977,1.2776898847581408,1.062700481473069,0.37683713092982885,-0.07289625616820672
4.26,0.3682386953509823,-1.064609739572365,1.2762366334725914,1.0544210175724764,0.3976392586183337,-0.07242984332089719
4.28,0.38924128859211954,-1.0564502584787112,1.2747926717076596,1.0457377352254262,0.41826358766821414,-0.07196729602517138
